Soil Moisture,Temperature, Soil Humidity,Time,Air temperature (C),Wind speed (Km/h),Air humidity (%),Wind gust (Km/h),Pressure (KPa),ph,rainfall,N,P,K,Status
67,13,35,93,24.82,6.72,18.41,39.34,101.28,7.489545074,79.45758333,54,62,80,OFF
17,45,53,85,24.84,6.8,18.22,41.49,101.28,6.609696734,65.11365631,47,79,78,ON
26,38,70,75,24.85,6.87,18.02,43.64,101.28,7.476800943,80.4986291,35,57,83,ON
78,39,34,63,24.91,6.96,17.3,41.18,101.28,7.325451279,73.64476535,53,73,77,ON
30,27,57,104,24.97,7.06,16.58,38.71,101.28,6.489389282,81.5284269,45,61,78,OFF
20,5,38,50,24.88,6.74,16.43,37.26,101.28,7.786366322,88.6810311,37,78,79,ON
79,28,61,107,24.79,6.43,16.29,35.82,101.29,6.408437886,68.4951189,30,75,81,OFF
40,17,42,49,24.66,6.44,16.19,34.12,101.28,8.423873703,78.44910564,37,55,82,ON
10,11,53,82,24.52,6.44,16.09,32.43,101.28,8.719960893,77.33795356,53,65,76,ON
84,8,55,93,24.45,6.27,15.62,34.39,101.28,7.811997977,94.78189594,22,60,85,OFF
11,8,32,110,24.38,6.1,15.14,36.36,101.28,6.317153205,94.03659867,60,61,78,OFF
63,28,38,95,24.29,5.92,14.94,34.39,101.28,7.114405288,78.69707199,42,67,77,OFF
40,2,40,101,24.2,5.73,14.75,32.43,101.28,8.135900726,69.15759062,39,76,76,OFF
33,37,34,62,24.11,5.24,14.77,30.01,101.28,7.714153038,90.82097601,35,63,76,ON
75,11,64,107,24.02,4.76,14.79,27.59,101.28,7.103798069,76.77888672,30,65,82,OFF
24,30,57,3,23.82,4.57,15.1,26.56,101.28,8.861479668,67.9545435,57,56,78,ON
65,15,53,94,23.62,4.38,15.41,25.53,101.28,7.861128148,73.0926704,48,65,78,OFF
35,25,46,94,23.51,3.98,15.27,23.68,101.28,7.4526709,69.09512477,36,56,83,OFF
44,15,33,68,23.4,3.59,15.13,21.82,101.28,7.168096055,89.60982451,40,58,75,ON
39,1,45,96,23.33,4.26,15.57,26.1,101.28,7.26311855,81.78710463,49,69,82,OFF
13,35,24,58,23.26,4.92,16,30.38,101.27,5.68597166,128.256862,13,60,25,ON
20,45,59,95,23.1,5.02,18.12,28.67,101.26,5.759237003,106.3598183,25,70,16,OFF
82,0,65,107,22.94,5.12,20.25,26.97,101.26,5.873171894,109.225556,31,55,22,OFF
72,5,53,46,22.85,4.36,20.45,21.08,101.26,5.926676985,140.3717815,40,64,16,OFF
56,30,36,35,22.76,3.61,20.65,15.19,101.26,5.95561668,76.64128258,2,61,20,ON
14,44,26,94,22.56,4.25,21.04,21.88,101.26,5.949949081,143.0984171,26,65,22,OFF
25,10,57,24,22.36,4.89,21.44,28.57,101.26,5.789214289,60.91974792,17,57,21,ON
13,6,52,71,22.42,4.97,20.72,25.82,101.25,5.581021521,104.7783947,26,80,18,ON
43,43,37,91,22.47,5.06,19.99,23.08,101.24,5.689858133,132.9801054,17,59,17,OFF
62,1,66,98,22.41,4.59,19.48,18.43,101.24,5.794158504,130.0608093,27,59,22,OFF
56,36,47,60,22.35,4.12,18.97,13.79,101.24,5.748190463,143.7630894,28,58,24,ON
60,10,25,41,22.46,5.43,18.12,17.33,101.24,5.566522896,87.99669731,25,57,19,OFF
89,7,56,35,22.58,6.73,17.26,20.87,101.23,5.809419584,144.1567454,28,80,17,OFF
46,23,23,41,22.69,6.79,16.78,27.1,101.22,5.887263027,134.3649948,25,60,22,ON
8,29,32,7,22.8,6.85,16.31,33.33,101.22,5.99812453,88.06638775,12,78,23,ON
13,10,41,63,22.77,7.01,16.06,29.43,101.22,5.792744849,69.63833855,6,77,25,ON
55,35,35,16,22.74,7.17,15.82,25.53,101.21,5.912289889,116.5206923,22,79,17,ON
65,27,44,62,22.6,6.44,16.02,24.88,101.2,5.788386951,86.21917578,27,80,15,ON
34,33,66,5,22.46,5.71,16.22,24.24,101.2,5.728233081,137.1948633,10,55,23,ON
55,17,35,51,22.24,5.09,16.61,21.88,101.2,5.833940084,108.3684316,23,65,20,ON
32,10,40,79,22.03,4.47,17,19.51,101.2,5.967533236,67.71768947,19,78,16,ON
60,38,47,41,21.86,3.87,17.4,17.21,101.2,5.625096446,144.7902323,19,65,25,ON
80,21,48,9,21.69,3.28,17.8,14.91,101.21,5.515615023,69.44951585,22,70,19,OFF
22,16,39,97,21.44,2.75,18.58,13.48,101.2,5.954665349,121.9401369,37,64,22,OFF
2,21,51,62,21.19,2.22,19.35,12.06,101.2,5.74644777,82.68554379,11,71,17,ON
31,8,26,33,21.12,3.49,20.23,16.38,101.2,5.877347515,139.7521543,18,79,20,OFF
59,11,50,40,21.04,4.75,21.1,20.69,101.2,5.979973965,108.3441414,21,63,17,OFF
27,6,53,75,21.38,6,20.2,25.73,101.2,5.635993966,96.77285817,24,80,22,OFF
42,40,54,102,21.71,7.24,19.31,30.77,101.19,5.635231778,100.6711761,34,60,22,OFF
19,31,68,54,21.76,6.86,19.27,32.28,101.2,5.679224346,87.0513289,16,75,21,ON
37,43,41,37,21.81,6.49,19.23,33.8,101.2,5.670062975,64.19497947,17,77,23,ON
17,16,47,55,21.64,6.08,19.92,30.53,101.2,5.724242065,105.4120514,37,72,18,ON
42,22,62,38,21.46,5.66,20.61,27.27,101.2,5.811314232,61.13872036,40,73,20,ON
90,39,46,61,21.37,5.8,20.76,24.74,101.2,5.783425416,106.158201,9,77,17,ON
27,9,35,26,21.28,5.93,20.92,22.22,101.2,5.607808432,139.0302034,1,62,23,OFF
12,1,40,96,21.33,6.42,20.92,25.23,101.2,5.946999529,122.3886015,33,59,22,OFF
26,13,43,90,21.38,6.92,20.92,28.24,101.2,5.852046999,129.5650601,23,59,19,ON
35,19,52,95,21.28,6.67,21.41,30.78,101.2,5.824090984,120.4509288,6,62,22,OFF
84,45,36,65,21.19,6.42,21.9,33.33,101.21,5.502999119,95.17028129,25,63,20,ON
44,43,66,107,21.16,6.57,22.01,33.11,101.21,5.821649914,96.65888933,7,79,23,OFF
90,28,63,78,21.13,6.72,22.12,32.88,101.21,5.711439256,87.87869161,8,72,17,OFF
6,15,40,47,21.02,7.19,22.5,35.38,101.21,5.514927264,138.2362122,27,64,15,ON
70,23,53,20,20.92,7.67,22.88,37.87,101.21,5.99616119,120.6913038,28,66,23,OFF
76,18,26,34,20.82,8.14,23.25,40.36,101.21,5.695422863,107.3850593,32,57,18,OFF
7,3,61,59,20.71,8.62,23.63,42.86,101.21,5.833010958,108.6434544,27,56,22,ON
87,12,58,5,20.72,7.92,23.19,38.08,101.21,5.568456899,109.0193712,17,77,24,OFF
86,33,61,66,20.72,7.23,22.74,33.31,101.21,5.645435626,95.84253438,0,65,15,ON
64,28,46,49,20.73,6.54,22.3,28.54,101.21,5.821194486,60.27552528,13,72,21,ON
15,38,53,90,20.74,5.84,21.86,23.76,101.21,5.659254981,100.0497183,34,60,23,ON
18,44,32,84,20.6,5.66,22.1,25.68,101.22,5.945465949,125.0972687,9,80,19,ON
50,24,29,53,20.46,5.48,22.33,27.59,101.22,5.951177452,113.334026,11,72,20,OFF
36,11,50,99,20.38,5.64,22.6,25.31,101.22,5.520880014,103.2926407,3,67,24,OFF
81,32,46,52,20.3,5.8,22.88,23.02,101.22,5.578410206,75.45328039,35,69,23,ON
66,38,22,105,20.22,5.97,23.15,20.74,101.22,5.608165195,62.21292186,3,77,25,OFF
86,4,66,1,20.14,6.13,23.42,18.46,101.22,5.609435128,98.77794225,23,62,19,OFF
5,0,69,104,20.12,5.96,23.38,26.38,101.22,5.509295379,107.6907964,22,71,17,OFF
85,28,61,20,20.09,5.78,23.34,34.29,101.22,5.902033406,63.38208822,31,79,25,OFF
14,12,41,73,20.01,5.65,23.66,34.45,101.22,5.744117663,87.66898664,34,59,18,ON
32,34,45,50,19.93,5.53,23.99,34.62,101.22,5.717143397,138.414764,12,63,17,ON
3,42,23,21,19.85,5.4,24.31,34.78,101.22,5.542690119,94.9533526,27,56,20,ON
20,19,46,75,19.62,6.14,25.28,30.72,101.22,5.858617867,107.7315386,7,63,24,ON
53,12,68,36,19.4,6.87,26.25,26.67,101.23,5.618844277,104.6252153,24,67,22,ON
9,34,47,58,19.21,6.48,26.8,27.62,101.24,5.606620346,141.6056722,11,71,24,ON
6,32,26,55,19.02,6.08,27.36,28.57,101.24,5.582178402,62.7089169,37,74,15,ON
79,8,47,48,18.74,4.35,28.08,23.58,101.24,5.56503533,135.3315583,25,76,24,OFF
76,39,27,69,18.45,2.62,28.79,18.6,101.25,5.889614577,125.084915,34,66,17,ON
77,23,27,108,18.28,3.14,29.61,18.32,101.25,5.934136378,107.4137246,20,69,15,OFF
63,45,37,13,18.11,3.66,30.43,18.05,101.25,5.683548308,63.59276673,37,65,16,OFF
3,5,42,7,18.01,4.36,30.62,21.14,101.25,5.70836603,146.4727237,18,74,15,OFF
40,3,20,63,17.91,5.05,30.8,24.24,101.25,5.948164454,119.6404412,4,67,25,OFF
31,20,34,96,18.06,5.82,29.96,25.6,101.26,5.774755144,126.7265372,37,56,25,OFF
90,5,49,2,18.22,6.6,29.13,26.97,101.27,5.97229163,134.1811718,5,59,15,OFF
8,27,37,27,18.24,6.24,28.95,26.12,101.28,5.532100554,135.3378033,11,61,21,ON
37,1,22,96,18.25,5.89,28.77,25.26,101.29,5.669560726,100.118612,22,80,20,OFF
22,4,65,25,18.24,5.99,28.24,26.92,101.3,5.655726817,68.51253427,12,61,19,ON
70,30,60,99,18.22,6.1,27.7,28.57,101.3,5.591704014,66.97053257,5,74,21,OFF
84,32,29,107,18.26,5.88,27.26,25.82,101.3,5.932323085,69.14681022,27,69,22,OFF
29,39,53,98,18.3,5.67,26.83,23.08,101.3,5.824208309,88.88796102,31,75,18,OFF
18,15,33,103,18.32,5.8,26.9,24.37,101.31,5.86442953,81.83420522,36,68,20,OFF
82,11,25,93,18.33,5.94,26.98,25.66,101.32,5.866744372,109.1013261,5,65,16,OFF
86,29,48,58,18.34,6.07,27.06,26.95,101.33,5.706198621,81.60211243,32,79,15,ON
12,21,32,109,18.36,6.2,27.13,28.24,101.34,5.940546818,112.6616435,11,78,22,OFF
64,11,32,90,18.58,6.88,26.56,33.48,101.34,5.916779289,143.8584938,0,55,22,ON
16,20,32,60,18.8,7.55,25.98,38.71,101.34,5.779090476,146.4548645,14,59,15,ON
47,9,31,57,19.12,8.3,25.23,40.04,101.34,5.82738029,116.7324324,29,68,23,OFF
51,16,70,17,19.44,9.06,24.48,41.38,101.35,5.514234138,149.7441028,32,68,19,ON
5,5,23,49,19.71,8.13,23.94,42.51,101.35,5.662699104,124.6118471,17,64,17,ON
90,19,56,38,19.98,7.2,23.4,43.64,101.36,5.86390397,115.199245,13,69,19,OFF
32,0,25,90,20.46,6.95,22.37,36.81,101.36,5.624690248,84.64143632,14,67,22,OFF
16,22,70,40,20.94,6.7,21.34,29.98,101.36,5.591560999,129.3449326,9,69,20,ON
42,30,52,91,21.43,6.44,20.3,23.16,101.36,5.976312538,130.3900798,20,73,22,OFF
86,32,50,34,21.91,6.19,19.27,16.33,101.36,5.669236258,80.15293435,40,78,20,OFF
86,9,69,17,22.48,6.74,18.02,26.08,101.37,5.961934481,64.02640797,27,72,23,OFF
80,3,34,30,23.06,7.3,16.76,35.82,101.38,5.690065688,139.2921004,14,67,15,OFF
58,43,58,36,23.64,7.46,15.44,26.86,101.38,5.698371311,76.14153904,7,56,18,ON
90,37,40,60,24.22,7.62,14.13,17.91,101.38,5.59503163,73.36386477,27,65,18,ON
78,44,70,72,24.66,8.62,13.18,38.22,101.38,5.525904526,100.5978728,30,63,16,ON
38,26,24,73,25.1,9.63,12.22,58.54,101.38,5.819403771,84.06354115,37,70,25,ON
39,23,45,60,25.65,9.74,11.43,57.84,101.38,5.562201934,133.1914419,27,63,19,ON
9,8,31,103,26.19,9.84,10.64,57.14,101.39,5.630664753,104.2570723,22,60,24,OFF
73,37,22,35,26.74,9.84,9.84,59.34,101.4,6.03160778,122.6539694,3,72,24,OFF
77,0,50,72,27.3,9.83,9.03,61.54,101.4,5.269084669,163.7266551,40,59,23,OFF
16,17,61,12,27.61,10.36,8.72,78.77,101.41,5.985792703,103.3301803,33,73,23,OFF
56,37,55,68,27.92,10.88,8.41,96,101.42,6.09186275,142.3303677,27,57,24,ON
8,4,37,56,28.06,11.48,8.38,94.22,101.42,5.624731338,184.6226709,10,79,18,ON
27,45,20,92,28.2,12.07,8.34,92.44,101.43,6.446091759,149.299952,30,75,25,OFF
29,8,68,64,28.35,12.66,8.3,90.67,101.43,5.623490043,147.0361442,40,70,20,ON
17,10,64,88,28.49,13.26,8.27,88.89,101.43,5.864623352,198.8298806,38,55,19,ON
60,43,48,64,28.8,13.66,7.94,79.74,101.43,5.761702519,90.05422663,35,58,20,ON
20,15,40,57,29.12,14.06,7.6,70.59,101.43,4.696518678,127.7767134,38,61,21,ON
82,43,39,102,29.65,12.72,7.26,59.78,101.44,5.269504214,108.6333046,33,58,24,OFF
59,25,61,96,30.17,11.38,6.91,48.98,101.44,7.445444883,176.6165894,16,56,17,OFF
46,13,56,54,30.53,11.61,6.69,52.95,101.45,5.833031708,96.36222901,31,72,17,OFF
35,37,30,87,30.9,11.84,6.46,56.92,101.46,7.339320929,122.0146733,16,80,20,ON
67,39,60,0,31.26,12.07,6.24,60.89,101.46,6.347929353,120.7435664,27,72,17,ON
76,37,46,60,31.62,12.3,6.02,64.86,101.47,4.697750704,96.51524028,40,62,19,ON
2,45,59,70,31.62,12.74,5.68,68.8,101.47,4.962661422,180.382234,18,58,16,ON
20,30,21,104,31.62,13.18,5.33,72.73,101.47,4.964887857,107.4721605,3,68,16,OFF
36,29,39,62,31.92,13.71,5.12,67.14,101.47,5.642813116,161.4812963,26,67,24,ON
86,24,42,93,32.21,14.24,4.92,61.54,101.47,5.6093956,121.5639121,16,70,20,OFF
7,5,44,92,32.44,12.96,4.72,47.44,101.46,4.681576043,194.5921148,24,63,19,OFF
82,34,64,4,32.66,11.69,4.53,33.33,101.46,5.70951224,179.2155874,9,76,25,OFF
20,27,27,67,33.02,12.14,4.32,33.33,101.46,6.413543781,192.4372194,16,55,19,ON
65,27,34,19,33.38,12.59,4.11,33.33,101.45,6.007508163,114.2821387,28,75,21,OFF
32,11,53,54,33.16,13.43,4.11,58.04,101.44,4.946369874,139.6483317,16,71,24,OFF
72,7,32,51,32.94,14.27,4.11,82.76,101.44,5.517208078,132.7748215,24,70,21,ON
73,44,39,79,33.2,13.66,4.08,61.38,101.44,5.902103172,186.5008581,38,72,21,ON
8,32,48,15,33.45,13.06,4.05,40,101.43,5.719889876,157.0858232,9,66,21,ON
7,31,39,58,33.65,13.34,3.86,60,101.42,4.548202098,139.6702541,34,56,17,ON
58,17,60,94,33.84,13.61,3.67,80,101.41,6.669529416,177.3377996,1,76,19,OFF
68,12,25,65,34.03,12.88,3.66,84.44,101.4,4.750929218,94.46748008,6,69,19,OFF
65,37,58,15,34.22,12.14,3.66,88.89,101.4,4.946263888,161.7820226,26,73,21,OFF
31,37,29,11,34.36,12.2,3.56,85.82,101.39,5.266227032,108.5090168,27,61,18,ON
54,42,44,80,34.51,12.26,3.45,82.76,101.38,7.10959773,150.8712202,27,71,23,ON
12,32,56,93,34.57,12.4,3.29,68.66,101.36,5.617008201,168.5948318,36,61,21,OFF
78,37,54,70,34.63,12.53,3.13,54.55,101.35,5.632353113,197.3752649,17,73,18,ON
72,16,30,105,34.75,12.92,3.02,58.04,101.34,4.674941549,91.72084869,26,72,22,OFF
17,33,69,65,34.86,13.32,2.91,61.54,101.34,7.161797643,180.716828,17,64,16,ON
11,41,23,110,34.76,12.9,2.93,46.16,101.33,6.624966131,93.12330644,14,74,19,OFF
64,9,26,110,34.66,12.47,2.95,30.77,101.32,5.004074624,116.9106908,39,60,15,OFF
72,44,24,93,34.74,12.9,2.76,40.92,101.31,6.345806011,159.2649827,6,66,15,OFF
22,18,57,51,34.81,13.34,2.58,51.06,101.3,6.216814453,187.8961851,8,59,18,OFF
36,38,31,75,34.3,13.45,2.76,50.02,101.29,5.921666758,129.0064612,2,67,18,ON
18,17,40,10,33.8,13.56,2.94,48.98,101.28,6.012719118,147.0414824,1,76,17,OFF
84,42,67,85,33.34,13.78,3.16,61.99,101.27,4.684079249,163.2747473,16,73,19,ON
21,45,55,39,32.89,14,3.38,75,101.26,7.077170002,91.31256412,23,75,25,ON
56,20,33,36,32.86,13.04,3.64,59.72,101.25,6.208843215,195.5697875,32,70,20,ON
73,4,67,61,32.83,12.09,3.91,44.44,101.24,7.05181629,170.9919828,28,59,22,ON
79,21,63,30,33.33,11.1,3.63,34.34,101.24,4.722222454,145.3728801,5,62,23,OFF
56,27,25,45,33.82,10.1,3.35,24.24,101.23,6.418062652,136.0456753,36,67,25,ON
82,43,59,87,33.83,11.44,3.38,43.7,101.22,4.803564468,173.1686574,1,66,23,ON
77,42,42,15,33.83,12.78,3.41,63.16,101.21,4.608695247,176.4134092,24,73,20,OFF
79,16,58,86,34,12.05,3.35,61.58,101.2,5.611510977,129.2028653,17,67,18,OFF
10,44,38,45,34.18,11.32,3.29,60,101.2,7.322097972,126.6738117,5,55,18,ON
57,6,28,48,34.48,11.28,3.23,55,101.19,5.023115055,188.4928637,5,56,24,OFF
68,17,62,69,34.77,11.24,3.17,50,101.18,5.617122801,191.0658531,37,77,17,OFF
46,1,58,28,34.58,11.82,3.02,58.34,101.18,5.391560418,162.5927723,13,73,20,OFF
83,16,31,82,34.38,12.4,2.88,66.67,101.17,5.906596905,160.3337447,6,63,23,OFF
26,23,60,107,34.13,11.04,3.16,55.16,101.16,6.574209678,100.546816,16,77,22,OFF
78,24,45,81,33.88,9.67,3.43,43.64,101.15,4.807776749,105.0380275,25,64,20,ON
7,29,48,22,34.12,10.67,3.4,43.25,101.15,4.760038039,192.3023991,34,75,24,ON
48,2,52,97,34.37,11.67,3.37,42.86,101.14,5.180271502,148.2502786,20,77,23,OFF
34,0,33,55,34.07,11.29,3.49,35.55,101.13,4.895927306,197.1144011,35,80,25,OFF
48,3,36,71,33.77,10.91,3.6,28.24,101.12,6.436160044,118.3606557,14,75,24,OFF
5,27,29,47,33.76,11.01,3.53,36.97,101.12,7.066087261,100.4673278,36,80,21,ON
15,36,37,52,33.76,11.12,3.46,45.7,101.11,6.655918078,191.0895109,7,77,18,ON
48,2,59,69,33.76,11.22,3.39,54.43,101.1,5.982854523,195.787103,29,78,25,OFF
48,41,21,19,33.75,11.32,3.32,63.16,101.1,5.457871273,182.2688175,30,60,21,ON
74,24,25,101,33.55,12.22,3.34,86.12,101.09,4.759490199,159.8938645,20,74,16,OFF
10,42,35,99,33.35,13.11,3.36,109.09,101.08,7.342409555,141.1250722,19,57,23,OFF
23,0,58,43,33.39,11.93,3.13,76.37,101.08,4.820788186,100.7791633,3,60,19,OFF
35,3,53,1,33.42,10.76,2.9,43.64,101.08,6.242052013,175.9303271,5,77,19,OFF
74,3,42,26,33.54,10.62,3.06,48.48,101.07,5.001038726,139.8710041,5,68,20,OFF
17,16,57,21,33.67,10.48,3.21,53.33,101.07,5.560224583,189.5208915,37,73,21,OFF
37,4,31,68,33.72,10.03,3.3,51.16,101.07,4.747352458,137.2279662,9,59,24,OFF
77,6,59,68,33.77,9.58,3.39,48.98,101.07,7.313517308,134.8596466,20,72,15,OFF
44,2,53,0,33.77,9.23,3.53,49.49,101.06,5.661826398,174.5723999,31,56,23,OFF
62,8,55,57,33.77,8.88,3.66,50,101.06,4.672437054,101.6073988,0,70,21,OFF
70,24,41,5,33.76,9.76,3.35,52.28,101.05,6.471862118,153.2504506,21,74,15,OFF
19,2,27,70,33.74,10.63,3.04,54.55,101.04,5.384762927,177.5764304,13,67,18,ON
9,44,66,90,33.72,10.18,3.22,56.56,101.04,5.859813416,91.95792434,27,74,20,ON
50,35,37,78,33.7,9.73,3.41,58.56,101.04,6.962386495,162.5931264,29,72,24,ON
65,41,63,62,33.67,9.28,3.6,60.56,101.03,6.12166671,155.3705624,5,68,20,ON
9,24,20,34,33.65,8.83,3.78,62.57,101.03,6.421748487,165.4113371,39,57,19,ON
42,10,35,17,33.45,9.21,3.68,64.58,101.03,4.828936119,180.9009998,22,62,16,ON
22,17,69,43,33.25,9.59,3.58,66.58,101.02,6.98571967,136.8274312,18,55,23,ON
57,17,55,13,33.04,9.97,3.49,68.59,101.02,4.603563116,159.689339,39,77,21,ON
25,44,25,94,32.84,10.35,3.39,70.59,101.02,6.979540061,178.8998611,13,75,20,OFF
25,34,51,59,32.75,10.32,3.4,65.77,101.02,7.064973419,165.405354,27,71,24,ON
16,16,52,28,32.66,10.3,3.4,60.94,101.02,5.16516459,109.1821183,26,64,22,OFF
79,45,27,93,32.56,10.27,3.4,56.12,101.02,5.111488821,185.2039114,23,55,16,OFF
84,7,25,61,32.47,10.24,3.41,51.3,101.02,5.374358869,149.063196,4,69,19,OFF
2,31,29,40,32.38,10.21,3.42,46.47,101.01,5.671419084,180.6465282,20,67,19,ON
33,26,28,99,32.29,10.18,3.42,41.65,101.01,5.667419697,96.74706956,7,74,17,OFF
80,29,31,32,32.19,10.16,3.42,36.82,101.01,6.07938452,124.6028153,17,64,18,OFF
86,34,36,71,32.1,10.13,3.43,32,101.01,6.931924963,198.1403003,35,71,17,ON
30,24,60,110,31.95,10.05,3.66,31.37,101.01,6.842744374,172.40168,11,72,22,OFF
86,27,46,98,31.8,9.97,3.89,30.75,101.02,6.876572503,186.9226052,20,60,22,OFF
1,18,37,59,31.66,9.9,4.12,30.12,101.02,6.151029296,173.1106982,10,71,18,ON
45,7,26,15,31.51,9.82,4.34,29.49,101.02,4.567446499,122.4564203,33,61,24,ON
53,6,20,98,31.36,9.74,4.57,28.87,101.03,3.692863601,32.67891866,3,49,18,OFF
39,34,34,6,31.21,9.66,4.8,28.24,101.03,4.371745575,36.5037914,22,59,23,ON
2,20,24,47,30.98,8.92,5.4,34.81,101.02,8.399135958,36.92629678,36,58,25,ON
50,23,24,47,30.76,8.18,6,41.38,101.02,8.840656256,72.98016599,4,43,18,OFF
41,5,60,10,30.55,8.91,5.78,34.48,101.02,8.153022903,32.05025323,29,54,16,ON
76,7,25,51,30.34,9.65,5.56,27.59,101.03,5.270749441,71.6266696,32,43,22,OFF
11,7,30,65,30.18,9,5.58,31.7,101.03,8.050304395,73.44775287,14,55,15,ON
59,5,44,97,30.02,8.36,5.61,35.82,101.03,9.679240873,66.35634104,5,35,20,OFF
80,43,33,98,29.8,8.19,5.9,31.24,101.04,6.974978386,36.94255012,25,57,24,OFF
21,36,35,72,29.58,8.02,6.19,26.67,101.04,7.39389918,61.32935611,11,53,24,ON
37,16,25,57,29.35,7.84,6.48,22.1,101.05,6.68727523,53.56783314,40,49,17,OFF
20,35,59,85,29.13,7.67,6.77,17.52,101.06,7.88118645,67.43488235,38,56,25,ON
74,7,43,101,28.82,6.8,7.57,19.02,101.06,5.875333778,44.94317432,27,43,23,OFF
52,19,34,3,28.52,5.93,8.37,20.51,101.06,8.202706015,34.96933295,24,38,22,ON
17,26,66,70,28.24,6.37,8.67,18.37,101.06,8.985348193,74.44330654,23,45,21,ON
20,37,45,20,27.97,6.81,8.97,16.22,101.07,5.87707519,53.39249517,29,57,20,ON
31,2,22,102,27.86,6.76,8.16,14.93,101.07,7.707595055,68.04039813,31,35,23,OFF
5,43,23,42,27.76,6.7,7.35,13.64,101.07,4.524171562,45.78172762,0,55,25,ON
61,1,32,73,27.68,6.62,6.88,14.61,101.07,9.926212291,74.32635105,7,45,22,ON
70,35,29,78,27.61,6.55,6.41,15.58,101.07,6.455592696,32.76742894,17,58,25,ON
62,28,39,66,27.42,5.68,6.67,14.68,101.06,8.016210782,35.1051197,11,44,17,ON
55,40,33,27,27.23,4.82,6.93,13.79,101.06,3.71105919,72.66666443,22,49,22,ON
65,14,56,3,26.97,5.44,7.48,13.68,101.06,5.49091063,48.25207759,9,51,19,ON
83,33,59,19,26.71,6.06,8.02,13.56,101.06,9.254089438,40.89732789,28,48,15,OFF
52,7,47,14,26.63,5.78,8.32,19.55,101.07,6.005242945,32.55919573,26,50,19,ON
40,44,58,29,26.55,5.5,8.63,25.53,101.08,7.437078236,31.87416982,36,56,20,ON
87,0,69,82,26.44,5.54,8.72,22.29,101.08,3.808429173,53.1205277,8,60,18,OFF
77,17,20,50,26.32,5.59,8.81,19.05,101.09,5.818219385,62.74803826,24,37,21,OFF
74,7,50,23,26.12,5.04,9,21.06,101.1,4.52363558,46.19374559,22,43,24,OFF
36,14,55,96,25.93,4.49,9.18,23.08,101.11,3.510404312,41.53749535,36,43,24,OFF
3,1,32,26,25.96,4.82,9.11,18.1,101.12,6.030447288,58.99536268,22,44,24,OFF
12,42,53,30,26,5.15,9.04,13.11,101.13,5.498340808,41.0550915,17,43,22,ON
54,26,33,8,26.05,5.56,8.93,13.87,101.14,4.61136408,33.84110759,8,45,15,ON
32,45,54,105,26.1,5.96,8.81,14.63,101.14,5.545219232,55.50429227,7,56,23,OFF
28,24,37,66,26.05,5.85,8.85,15.65,101.15,8.292875734,57.02891698,36,57,16,ON
89,41,57,85,26,5.74,8.88,16.67,101.15,3.828031463,44.11622138,11,45,19,ON
60,21,59,101,25.92,5.82,9.12,20.84,101.16,8.869532817,42.24783476,6,36,22,OFF
55,19,29,79,25.85,5.9,9.35,25,101.16,3.793575185,66.1761456,17,57,20,OFF
85,35,27,90,25.72,6.46,9.66,28.94,101.18,4.193189124,72.19245835,4,47,20,ON
80,38,64,89,25.6,7.02,9.97,32.88,101.19,7.661537348,55.053805,9,49,16,ON
74,32,20,108,25.54,6.42,10.24,24.18,101.2,9.392694614,65.07981523,25,51,24,OFF
24,5,66,50,25.49,5.83,10.5,15.48,101.2,4.516154055,38.48678973,36,44,21,ON
29,43,60,62,25.43,5.92,10.95,19.39,101.2,5.794289715,62.20279647,21,38,20,ON
49,41,31,30,25.37,6,11.4,23.3,101.21,7.354286985,70.79934452,37,57,20,ON
43,18,39,0,25.14,5.29,11.9,26.84,101.22,5.993513566,64.16167699,32,48,18,ON
5,28,62,9,24.91,4.58,12.4,30.38,101.22,8.620107545,31.83192392,29,44,20,ON
71,14,67,76,24.66,4.2,12.8,27.96,101.22,9.45949344,50.28438729,25,51,18,ON
49,24,45,48,24.4,3.83,13.2,25.53,101.23,8.0344125,58.27600682,10,44,24,ON
40,10,32,106,24.4,4.31,13.39,27.22,101.23,5.414492777,36.99362831,23,35,18,OFF
21,23,28,95,24.4,4.8,13.58,28.92,101.23,6.276004336,64.25520357,9,60,23,OFF
17,11,40,83,24.26,4.7,14.26,28.74,101.24,9.160691747,55.60523179,3,58,21,ON
13,31,35,82,24.13,4.59,14.94,28.57,101.24,7.887658711,48.46797044,22,42,22,ON
59,28,32,33,24.04,4.44,15.38,28.08,101.25,8.183844843,70.4713043,12,39,21,ON
63,38,35,92,23.95,4.28,15.81,27.59,101.26,9.072011412,34.03335472,39,36,22,OFF
82,26,58,67,23.87,4.97,16.02,25.44,101.26,7.702287236,68.54877876,32,41,16,OFF
75,12,25,16,23.79,5.67,16.23,23.3,101.27,5.88509677,52.0810886,30,41,15,OFF
57,31,66,20,23.65,4.76,16.53,16.92,101.27,6.16496284,57.04826619,19,36,22,ON
83,21,62,29,23.51,3.84,16.83,10.53,101.27,3.504752314,63.77192383,4,46,15,OFF
39,45,61,47,23.47,4.2,16.6,15.1,101.27,7.388007483,60.74583498,21,39,20,ON
65,23,23,64,23.43,4.56,16.38,19.67,101.27,8.340398059,71.1271039,35,57,25,ON
54,38,63,46,23.22,3.87,16.54,20.84,101.27,8.66077954,64.53027638,22,55,24,ON
10,28,61,103,23.01,3.19,16.69,22.02,101.27,3.558822825,40.85534718,35,51,17,OFF
